custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,first_transaction_time,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_query_time,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_latest_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,status
497330,0,0.11,0,1,0.41,0.466,21,58,57,3,0,241630,0,28,20120627,3544410,224,0.25,290040,8,111370,0.1,11260,0.1,1,7,14,7,14,0,1,6,6,0,2890,10,0,0,25630,0,2154,84,658,76,19,11,4,28,43226,9,21,26,636,78,21,21,0,9,3,6,0,3,14,22,3,0,0,356,43191,2700,74,6,7,4200,2433,24200,84,3,3,27600,23200,-2,33,0
2819843,0.05,0.95,10000,0.28,0.68,0.096,12,106,55,3,0,11610,0,15,20160522,12000,44,0.65,4660,6,930,0.3,380,0.65,3,5,36,5,36,1,5,5,5,164779,440,3,0,550,2270,0,729,84,532,78,7,2,4,10,43186,0,1,8,491,74,9,4,1,3,1,2,0,2,6,11,6,0,0,270,43151,1300,71,2,2,1300,1150,3600,78,1,1,3600,3600,41,76,1
1659759,0.01,0.99,2000,0.85,0.88,0.203,15,24,24,2,0,8530,0,21,20160127,90860,85,1,0,7,1310,1,1060,0.5,1,0,24,0,22,0,2,5,6,0,0,1,0,0,1220,0,845,165,626,78,7,3,4,8,43115,0,0,4,603,75,12,12,0,9,3,6,0,0,0,15,4,0,1,341,42969,1500,73,6,6,1800,1333,10400,80,3,3,24000,10933,112,258,1
2509839,0.01,0.99,3600,0.91,0.42,0.558,20,23,14,2,0,13960,0,15,20150310,321140,216,0.65,35950,6,700,1,1220,0.5,1,0,23,0,36,0,1,7,7,0,1010,8,0,0,17770,0,1168,99,548,78,22,10,7,31,43226,6,10,21,510,76,93,83,1,31,9,22,0,2,35,106,34,1,0,359,43186,1800,75,22,24,2900,1627,11300,78,9,10,26400,8544,1,41,0
2381783,0.02,0.98,0,1.08,0.9,0.566,22,22,12,2,0,20480,0,35,20141216,438560,337,0.4,67260,8,430,0.1,1070,0.5,3,6,8,6,11,2,3,12,12,12069,2420,10,0,180,30660,0,1252,84,550,75,12,7,3,15,43190,0,4,6,499,77,71,63,4,27,8,19,0,1,28,88,26,0,0,357,43170,1700,74,19,21,3200,1594,14200,79,8,9,23400,9162,37,57,0
1717336,0.03,0.97,1000,0.36,0.87,0.233,13,31,23,3,1,10910,0,20,20160405,45660,96,0.6,9200,7,1230,0.4,750,0.6,1,23,23,23,23,0,1,2,2,1988457,680,2,0,770,11470,0,776,82,643,76,8,2,5,12,43219,4,5,10,614,70,23,22,0,7,2,5,0,1,5,27,2,2,0,359,43188,1300,64,5,5,2300,1240,15400,85,2,2,20400,12900,8,39,0
2433975,0.02,0.98,500,0.85,0.79,0.48,23,17,13,4,1,25050,0,57,20120318,346040,321,0.35,71080,8,6520,0.15,1110,0.5,1,8,17,8,17,0,0,9,9,1459778,2980,10,0,460,32760,0,2255,82,535,79,10,6,4,11,43195,0,2,6,498,74,58,55,2,16,7,9,0,0,20,78,10,0,0,355,43085,1900,71,9,9,3000,1722,11800,78,7,7,18000,10714,32,142,0
474346,0.04,0.79,0,0.67,1,0.272,12,21,13,3,0,8830,0,6,20170918,32980,49,0.6,9360,3,4690,0.1,420,0.75,1,7,21,7,21,0,0,7,7,615923,700,6,0,190,6730,0,245,86,676,73,7,4,3,13,43227,5,8,11,677,75,5,5,0,3,2,1,1,3,4,4,0,1,0,214,43210,800,70,1,1,800,800,10800,80,2,2,19800,13500,0,17,0
1140592,0.02,0.98,0,0.75,0.44,0.463,16,13,12,4,1,8320,0,27,20130211,219960,200,0.5,29880,7,2570,0.1,910,0.55,1,12,12,12,12,0,2,2,8,176287,1220,5,0,360,1260,0,1925,83,596,75,18,11,5,22,43215,10,20,20,570,79,43,36,2,17,5,12,1,2,11,63,20,1,1,360,43215,2200,79,12,13,3600,2008,13400,79,5,6,20400,7620,12,12,0
2138885,0.02,0.98,0,1.26,0.91,0.669,19,10,6,2,0,2490,0,20,20160515,402440,287,0.1,70040,7,8740,0.05,1070,0.5,1,5,6,5,6,3,0,2,3,13,5420,33,0,680,14110,0,736,82,528,67,16,8,8,32,43215,1,6,21,491,76,44,44,1,14,6,8,0,5,16,47,4,0,0,360,43161,2800,73,8,8,4000,2375,15500,81,6,6,27000,15000,12,66,0
1646889,0.06,0.94,800,3.38,0.62,0.188,15,64,19,4,1,5100,0,35,20130721,42480,123,0.95,7960,7,580,0.65,800,0.6,3,0,26,0,26,0,3,3,5,0,50,2,0,0,0,0,1765,89,535,80,5,2,3,5,43179,0,1,4,489,76,13,7,4,8,3,5,0,0,6,7,13,0,0,327,43071,1500,72,5,6,1900,1300,4200,79,3,3,7200,3933,48,156,0
2360538,0.01,0.79,1000,0.76,0.79,0.39,27,25,16,2,1,16760,0,19,20160317,295800,140,0.8,3970,6,10470,0.65,1230,0.4,3,12,25,12,25,0,2,7,7,0,320,15,0,0,18300,0,795,82,532,74,16,10,4,18,43215,8,13,14,493,76,31,26,1,15,4,11,0,2,3,32,10,0,0,335,43165,2400,76,11,11,5400,2327,3200,75,4,5,6600,3750,12,62,0
1755625,0.02,0.86,20000,1.58,0.92,0.569,29,12,12,2,0,9790,0,33,20150328,375420,399,0.2,56240,7,19140,0.05,1330,0.5,1,6,10,6,10,3,1,5,5,35,4120,6,0,440,30890,0,1150,82,545,75,10,4,3,12,43204,7,9,9,516,78,46,40,1,17,9,8,2,4,13,66,14,1,2,351,43197,2600,75,8,9,4000,1612,15600,80,9,10,36600,15533,20,27,0
2895616,0.03,0.91,500,1.05,0.71,0.25,13,35,22,3,0,9760,0,39,20130825,97700,166,0.95,9970,6,2940,0.4,1100,0.45,1,0,23,0,23,0,0,1,3,9297,390,3,0,0,27810,0,1730,93,640,73,12,6,3,21,43215,10,14,16,617,77,24,24,0,10,4,6,0,0,3,42,1,0,0,360,43098,2700,76,6,6,5400,2300,7400,79,4,4,13200,7800,9,126,0
3064800,0,0.74,500,0.33,0.96,0.572,18,44,11,2,0,8060,0,22,20160413,258290,289,0.3,54090,7,28140,0.1,1480,0.45,3,8,15,8,15,0,1,2,2,13813,2060,5,0,1740,25100,0,768,82,621,77,8,4,2,13,43215,2,4,10,592,70,30,29,0,9,3,6,0,0,10,31,3,0,0,357,43125,2000,69,6,7,2300,1750,7200,77,3,4,10800,5600,12,102,0
3326916,0.01,0.37,0,0.76,0.9,0.148,9,107,68,2,0,9010,0,9,20170516,76870,40,0.7,4750,6,1990,0.65,1920,0.35,3,16,25,16,25,0,4,6,6,0,420,6,0,0,0,0,370,92,494,76,8,5,2,19,43206,3,4,7,464,76,20,12,4,10,5,5,1,1,4,30,35,0,4,299,43206,1500,74,5,5,2300,1380,4800,77,5,5,7800,4800,21,21,0
3143766,0.02,0.83,1500,2.55,1,0.488,17,16,15,3,0,1140,0,22,20160506,232440,239,0.25,38960,6,11090,0.05,930,0.55,1,9,11,9,11,1,0,2,2,231592,3430,12,0,210,16970,0,745,82,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
2927975,0.01,0.99,500,3.94,0.44,0.122,15,49,44,4,0,10780,0,22,20140117,35950,61,1,5640,6,1680,1,1140,0.5,1,0,19,0,19,0,0,2,2,0,0,3,0,0,8950,0,1585,96,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
1247022,0.01,0.99,4200,0.59,1,0.447,23,14,9,2,1,14870,0,15,20161213,231460,170,0.3,25250,5,6980,0.15,1180,0.55,1,8,14,8,23,0,1,5,5,49,1650,3,0,0,7840,0,524,84,548,77,9,5,3,11,43224,3,7,9,506,74,44,40,2,16,4,12,1,2,14,51,10,1,1,357,43224,2100,74,12,12,3100,1841,3300,77,4,4,4200,2450,3,3,0
709017,0.02,0.96,500,0.58,0.92,0.708,22,8,8,4,0,23960,0,23,20160219,537240,353,0.2,81240,7,2920,0.05,1120,0.5,1,8,8,8,8,2,3,5,5,1448,3750,8,0,1520,38280,0,822,82,588,79,11,6,5,15,43226,1,4,15,564,75,83,77,6,24,10,14,1,3,32,130,13,2,0,360,43214,2700,74,14,15,5100,2214,8400,78,10,11,19200,4710,1,13,0
505345,0.01,0.99,1000,3.18,0.38,0.316,21,17,16,3,1,7850,0,30,20110722,167170,209,0.25,17660,8,2650,0.05,910,0.6,1,12,16,12,16,0,1,2,3,1046469,2000,3,0,970,5280,0,2495,82,544,78,6,5,1,6,43217,3,4,6,510,76,24,23,1,12,6,6,2,4,7,43,10,3,1,355,43221,2600,75,6,6,4700,2383,12900,77,6,7,28800,6533,10,6,0
3333643,0,0.92,0,0.24,0.46,0.488,17,25,31,4,0,8070,0,24,20131125,152440,193,0.5,34120,6,28770,0.3,1380,0.45,3,6,25,6,25,0,0,2,4,546808,960,5,0,0,19290,0,1638,83,532,80,14,9,4,16,43217,2,10,14,496,75,34,32,1,10,4,6,0,1,14,33,6,0,0,356,43173,3700,72,6,7,5500,2766,6700,84,4,4,10800,5200,7,51,1
2762349,0.05,0.95,500,0.31,0.91,0.096,16,71,36,3,1,11120,1,10,20170327,17760,29,0.6,9330,5,350,0.65,800,0.6,3,22,22,22,22,0,3,4,4,0,790,2,0,0,0,0,420,82,510,74,3,2,1,3,43066,0,0,2,479,76,3,3,1,3,2,1,0,0,3,3,4,0,0,181,43104,2800,70,1,1,2800,2800,4900,79,2,2,9600,6600,158,120,0
793350,0.03,0.97,2500,4.06,0.44,0.327,21,16,16,3,0,15590,0,34,20111013,136270,161,0.15,52510,6,3270,0.05,800,0.6,3,4,11,4,11,3,2,2,2,25,4580,5,0,0,8910,0,2412,82,621,71,16,13,3,24,43210,4,17,22,605,76,9,9,0,5,2,3,0,0,2,11,0,0,0,358,43096,900,75,3,3,1400,933,6300,76,2,4,7200,4500,14,128,0
520457,0.01,0.91,5000,1.12,0.77,0.475,21,14,12,4,1,1170,0,30,20141204,247660,289,0.35,32590,6,9320,0.2,1510,0.45,1,12,13,12,13,0,2,2,2,0,2000,3,0,1440,11860,0,1264,82,533,76,25,14,8,40,43225,17,29,34,492,75,54,37,3,20,9,11,5,14,34,57,83,4,24,357,43226,2600,73,11,13,5200,2600,9500,79,9,11,22800,10344,2,1,1
2793173,0.02,0.98,500,2.48,0.78,0.391,21,19,11,3,0,12570,0,29,20150223,166350,184,0.3,39410,8,1140,0.1,1260,0.5,1,14,14,14,14,1,0,1,1,1200945,2040,8,0,850,9840,0,1183,82,653,74,10,3,4,18,43215,4,10,16,638,76,53,53,0,18,7,11,2,6,25,59,3,2,0,360,43201,1900,73,11,12,3300,1627,11600,83,7,8,20400,10714,12,26,0
985286,0.01,0.97,0,0.2,1,0.358,18,24,18,4,0,1150,0,24,20160330,230610,179,0.3,53790,9,18120,0.2,1580,0.45,1,9,9,9,9,0,0,2,3,9477,3530,5,0,1600,27920,0,782,82,644,85,3,0,2,3,43087,0,0,1,620,76,35,34,0,13,4,9,0,0,15,53,5,2,0,349,43136,2700,75,9,10,4900,2077,15300,77,4,5,24000,13650,137,88,0
955983,0,0.7,1000,3.54,1,0.255,17,28,19,2,0,32810,0,13,20170204,101680,94,0.35,16190,7,320,0.2,1580,0.45,2,7,19,7,19,0,0,1,1,107,2670,3,0,2670,12860,0,471,90,627,73,7,2,2,11,43204,6,10,10,601,76,29,29,0,13,3,10,0,0,1,32,5,0,0,359,43082,1700,76,10,10,2800,1530,5500,82,3,3,7200,3833,20,142,0
379408,0,0.49,1000,1.19,1,0.669,21,22,20,4,1,30310,0,19,20160818,642140,318,0.45,79410,8,17130,0.4,1290,0.55,1,22,22,22,22,0,1,7,7,0,1540,8,0,1540,49960,0,641,82,537,74,11,7,4,16,43213,3,12,13,494,76,90,76,6,27,9,18,0,0,29,91,48,0,0,348,43136,2300,75,18,19,4800,1850,12500,79,9,9,19200,6944,14,91,0
585932,0,0.93,300,1.89,1,0.18,12,35,26,3,1,11600,0,24,20160315,106420,128,0.4,10980,7,1330,1,1620,0.45,1,0,34,0,34,0,1,4,4,0,4240,2,0,4240,6790,0,797,102,645,81,11,7,3,17,43225,4,14,14,616,76,29,25,0,14,6,8,1,2,8,36,10,1,1,350,43209,2500,72,8,8,4200,2137,3600,80,6,6,13200,5516,2,18,0
2441586,0.01,0.62,0,1.24,0.73,0.312,13,26,33,2,0,39110,0,19,20160130,231040,116,0.05,129530,6,4160,0.1,1900,0.4,1,7,26,7,26,0,0,2,2,15,40000,4,0,40000,99330,0,842,82,647,81,2,1,1,2,43225,1,1,1,626,78,22,21,0,13,7,6,3,4,6,35,2,4,0,344,43220,1300,74,6,6,1800,1166,6300,81,7,8,19800,6014,2,7,0
1545353,0.03,0.97,0,0.81,0.85,0.272,15,81,24,3,0,27120,0,22,20160110,64010,137,0.65,8950,9,19930,0.65,1180,0.5,4,1,22,1,22,0,0,1,1,0,600,2,0,0,1950,0,862,94,607,77,19,8,7,28,43215,11,13,21,572,76,16,15,1,6,2,4,1,1,6,30,5,1,0,354,43225,1400,74,4,4,2300,1375,15600,80,2,2,19200,13500,12,2,0
1468362,0,1,500,1.05,1,0.7,22,13,9,2,0,8430,0,21,20160609,600860,354,0.4,44520,4,11760,0.15,1650,0.45,1,12,13,12,13,0,1,3,8,4467,1500,4,0,1700,60210,0,711,82,528,77,10,6,2,14,43209,4,9,10,493,75,71,67,5,23,8,15,2,4,25,86,19,3,0,360,43225,2600,74,15,16,4700,2333,20300,78,8,10,48000,19362,18,2,0
948224,0.01,0.95,0,1.7,0.92,0.4,17,23,11,1,0,12530,0,22,20160318,244920,172,0.5,53330,6,880,0.05,1310,0.45,1,11,23,11,23,0,0,6,6,36,1420,12,0,500,26710,0,794,82,529,73,10,4,4,12,43213,2,5,9,496,75,28,25,1,10,3,7,0,1,10,29,9,0,0,359,43159,2400,74,7,7,4200,2042,6100,77,3,3,7800,6200,11,65,0
749657,0,0.68,0,0.74,0.96,0.625,21,12,5,3,0,34540,0,25,20160121,585470,306,0.05,220870,6,1180,0.05,1710,0.4,3,3,6,3,6,6,10,10,10,0,15930,6,0,5120,32930,0,851,82,498,83,6,3,3,9,43209,4,7,9,464,77,65,44,12,18,8,10,4,14,32,73,72,0,19,349,43210,1900,74,10,12,3400,1550,18800,77,8,10,26100,13125,18,17,0
900949,0.1,0.9,600,0.53,0.95,0.147,10,28,22,2,1,11820,0,19,20160726,28770,64,0.45,9160,7,1220,0.05,400,0.7,1,6,22,6,22,4,0,1,1,38,1310,6,0,0,0,0,664,89,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
1460158,0,0.96,23300,1.02,0.65,0.477,13,17,8,4,1,15160,0,37,20130627,92600,283,0.35,23610,4,24490,0.65,3030,0.3,3,17,17,17,29,0,0,1,4,0,5160,2,0,0,20620,0,1789,83,615,61,2,1,1,2,43190,0,1,2,578,75,1,1,0,1,1,0,0,0,1,1,0,0,0,180,43047,0,0,0,0,0,0,6300,75,1,1,6300,6300,34,177,0
235266,0.05,0.78,6000,0.44,1,0.75,24,10,6,3,1,27320,0,28,20151110,470440,500,0.2,45430,8,24590,0.05,570,0.65,1,4,7,7,7,2,0,2,3,238,4110,12,0,3400,74840,0,923,82,546,70,9,5,1,12,43222,7,11,12,509,73,68,67,2,10,4,6,2,5,33,146,11,8,1,351,43221,1400,72,6,6,1700,1100,3600,78,4,5,8100,4275,5,6,0
2827571,0,0.56,6000,1,0.37,0.26,12,51,30,3,0,25030,0,16,20140820,196330,88,0.55,105670,6,7920,1,2330,0.35,1,0,28,0,28,0,0,4,4,0,1530,3,0,0,79010,0,1370,86,595,77,4,1,2,5,43099,0,0,1,568,70,28,28,1,6,1,5,1,1,3,29,3,1,0,286,43210,2200,69,5,5,2300,1700,1000,78,1,1,1000,1000,125,14,1
2894409,0.06,0.94,3300,0.23,0.88,0.236,11,26,30,2,0,6730,0,15,20151104,60390,86,1,1240,5,580,1,620,0.65,1,0,26,0,26,0,3,3,15,0,0,3,0,0,610,1,929,125,543,77,16,11,2,26,43186,0,5,13,495,75,47,30,7,21,11,10,1,3,19,49,93,0,5,355,43224,1600,74,10,10,3000,1430,7100,77,11,12,20400,5918,41,3,1
458886,0.01,0.77,500,1.17,0.47,0.641,20,6,7,4,1,18550,0,34,20120306,809540,383,0.1,130550,7,24240,0.05,1610,0.45,1,5,6,5,6,1,1,9,9,582,15810,7,0,0,95610,0,2267,83,539,78,10,7,3,14,43222,3,7,9,495,76,51,41,8,24,13,11,0,4,16,76,47,2,0,360,43172,2400,74,11,11,3400,2181,7300,77,13,14,19200,8376,2,52,1
2046087,0.02,0.98,0,1.5,0.4,0.294,16,21,15,1,1,2810,0,19,20140416,97460,120,0.1,38140,8,7810,0.05,950,0.55,2,9,17,9,17,1,2,3,3,234,11000,6,0,0,2790,0,1496,85,647,77,23,13,7,33,43221,7,23,29,618,76,39,36,0,13,4,9,3,8,20,42,9,3,0,346,43203,2100,75,9,11,3000,1811,5300,77,4,5,7200,3775,6,24,0
1417868,0.02,0.84,21000,0.5,1,0.519,23,13,12,3,0,3410,0,24,20160308,271400,305,0.5,39560,6,22310,0.2,1310,0.45,3,13,13,13,13,0,9,9,9,0,1420,4,0,0,8600,0,804,82,540,77,17,8,7,25,43217,3,8,17,512,71,35,27,1,9,4,5,0,2,14,34,28,0,0,331,43172,1900,68,5,5,2900,1580,17000,72,4,4,21600,13800,10,55,1
1674530,0.01,0.88,0,0.45,0.78,0.452,18,30,23,2,0,1433870,0,25,20150730,127160,190,0.45,19870,8,215290,0.3,1470,0.5,3,15,19,15,19,0,1,2,6,2353351,940,4,0,940,28540,0,1026,82,678,76,16,7,5,21,43203,3,5,14,670,76,27,26,0,11,6,5,1,2,10,49,11,2,0,360,43219,3000,73,5,6,6000,2360,16300,78,6,7,37200,14016,21,5,0
3018559,0,0.95,9000,1.07,0.92,0.5,17,35,11,3,1,1570,0,36,20141230,192310,268,0.3,28100,8,10060,0.1,1310,0.6,3,7,8,9,11,1,1,5,5,756417,2400,4,0,0,6950,0,1238,82,650,73,15,6,7,17,43224,3,6,10,633,72,59,55,0,18,7,11,1,5,20,59,10,3,0,350,43213,1800,70,11,12,2300,1409,15600,77,7,7,30000,12900,3,14,0
2059269,0,1,1000,0.81,1,0.29,16,19,18,3,0,18300,0,11,20170322,178210,96,0.55,14000,6,5610,0.65,1680,0.45,1,7,19,7,19,0,2,5,5,0,1400,4,0,0,16200,0,425,84,524,75,4,2,2,5,43174,0,1,1,498,74,23,21,2,8,2,6,0,0,8,21,3,0,0,359,43096,2200,74,6,6,2900,1883,11000,78,2,2,20400,12600,53,131,1
3313762,0.03,0.97,0,0.96,0.79,0.372,17,31,16,4,0,12990,0,31,20141227,189470,201,0.4,26770,7,5450,0.2,1100,0.5,3,6,9,10,21,1,4,15,15,797744,1770,6,0,0,4380,0,1241,84,534,75,16,10,4,17,43225,7,12,12,490,79,32,23,2,16,7,9,0,0,9,29,20,0,0,357,43137,2100,78,9,10,2900,1911,11900,82,7,8,29400,10800,2,90,1
2324127,0,1,100,1.31,1,0.088,13,46,33,1,0,9880,0,12,20170324,33570,32,0.7,12560,5,3550,1,1520,0.5,3,0,33,0,33,0,0,1,2,0,620,3,0,0,5060,0,423,108,639,82,1,1,0,2,43170,0,1,2,617,78,20,19,0,7,4,3,3,4,10,30,2,4,0,322,43224,2300,76,3,3,2700,2100,12200,81,4,5,25200,10950,57,3,0
3301059,0,0.82,400,3.89,0.5,0.313,19,38,19,3,0,8360,0,19,20150109,149110,130,0.55,21440,7,3380,0.65,1880,0.4,1,20,22,20,22,0,0,1,2,0,1780,4,0,200,13940,0,1228,82,533,74,14,3,4,17,43213,9,10,13,491,75,21,21,2,13,4,9,0,0,4,22,1,0,0,292,43124,2200,73,9,9,3300,1822,10900,82,4,4,19800,9700,11,100,0
1184202,0,1,1000,1.07,1,0.133,7,108,30,1,0,4940,1,10,20170314,3680,40,1,3680,9,5970,1,1840,0.4,2,0,15,0,15,0,0,2,2,0,0,1,0,0,0,0,433,144,680,73,9,5,1,11,43219,4,4,6,664,74,36,34,0,10,5,5,1,1,10,30,2,0,0,346,43217,2900,72,5,6,3300,2620,12800,82,5,5,32400,10220,5,7,0
3077102,0.01,0.99,0,0.77,0.38,0.547,16,18,13,2,0,11210,0,17,20140624,185030,208,0.3,23910,9,9630,0.1,1000,0.55,1,7,17,7,17,1,1,1,1,242082,1610,8,0,0,5140,0,1427,83,630,74,21,11,8,33,43222,7,20,23,600,76,44,44,0,11,5,6,0,0,13,46,0,0,0,338,43072,2200,74,6,6,3200,1466,7200,80,5,5,9600,6900,5,155,0
3711300,0.04,0.96,0,0.02,0.86,0.216,16,67,70,1,0,11200,0,6,20170829,29540,39,0.5,7080,3,1540,0.15,790,0.6,1,9,67,9,67,0,2,3,3,5053,1000,3,0,0,1260,0,265,85,618,74,7,4,3,7,43074,0,0,5,589,75,7,6,0,2,0,2,0,0,2,6,2,0,0,215,43075,1800,75,2,2,2300,1450,0,0,0,0,0,0,153,152,0
3252847,0.02,0.67,400,17.95,0.82,0.288,15,21,20,2,1,21910,0,14,20161028,124220,107,1,17710,6,810,1,1510,0.45,1,0,12,0,12,0,0,2,2,0,0,3,0,0,16860,0,570,83,546,79,12,8,2,14,43214,4,9,10,510,79,27,23,1,12,5,7,1,1,8,33,9,2,1,339,43214,1900,75,7,7,3600,1700,8000,80,5,6,40800,12480,13,13,0
3168223,0.01,0.83,3000,0.12,0.94,0.441,24,18,17,3,1,20340,0,15,20161108,187190,164,0.2,41740,7,1870,0.15,1100,0.5,3,13,13,13,13,0,1,6,6,2240112,5080,5,0,1020,17570,0,559,82,630,73,22,14,6,31,43226,15,24,25,602,71,17,17,0,8,3,5,0,1,5,18,1,0,0,311,43157,1800,69,5,5,2300,1600,5800,77,3,3,8400,5933,-2,67,0
2333176,0.15,0.85,0,0.32,0.38,0.333,14,19,13,2,0,15900,0,31,20110502,121470,158,0.2,36890,5,4770,0.05,530,0.7,1,6,16,6,16,1,1,2,2,53,2150,15,0,2090,20870,0,2576,84,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
2404015,0.01,0.99,600,1.47,0.88,0.327,19,11,11,3,1,15590,0,23,20160104,170980,149,0.55,37690,5,7210,0.2,1190,0.5,1,9,9,9,9,0,0,15,15,0,770,6,0,0,8870,0,868,86,553,76,18,10,5,27,43216,12,13,20,503,77,57,50,6,26,8,18,0,1,24,53,22,0,0,336,43176,2300,77,18,18,3100,1805,5400,79,8,8,13200,4962,11,51,0
285856,0.01,0.99,4000,0.17,0.56,0.079,13,21,60,3,0,11310,0,15,20151118,21990,43,1,4940,4,750,1,1410,0.45,3,0,21,0,21,0,0,4,4,0,0,3,0,0,6160,0,915,118,530,74,10,3,1,10,43217,7,7,10,469,75,13,10,5,6,1,5,0,0,8,11,7,0,0,247,43115,1500,75,5,5,2500,1460,7800,80,1,1,7800,7800,7,109,0
1300902,0.05,0.95,500,0.7,0.84,0.172,15,61,36,2,1,8580,0,36,20140821,37620,134,0.5,9450,8,270,0.05,500,0.7,1,13,26,13,26,0,6,6,6,161896,1340,9,0,980,5220,0,1369,82,546,73,12,6,4,18,43222,3,4,15,483,75,13,9,3,7,4,3,0,3,8,13,13,0,0,288,43189,2500,74,3,3,3000,1500,4200,73,4,5,6000,4425,5,38,1
3338974,0.02,0.76,3000,0.34,0.75,0.297,22,44,30,1,0,3910,0,15,20160726,34050,103,0.35,9140,7,55980,0.4,1010,0.55,4,3,41,3,61,0,1,2,2,0,4210,3,0,720,3700,0,664,82,611,79,7,4,3,8,43225,5,7,8,588,77,2,2,0,2,1,1,0,1,1,2,0,0,0,313,43144,4100,79,1,2,4100,4100,19200,76,1,1,19200,19200,-1,80,0
291871,0.03,0.95,7000,1.95,1,0.55,16,10,8,3,1,6150,0,20,20160720,294550,250,0.35,38800,4,530,0.05,1080,0.5,1,10,10,10,10,0,0,3,3,86246,1130,6,0,3980,16730,0,670,83,551,73,12,8,4,18,43211,3,7,10,489,74,42,40,4,19,6,13,1,2,16,53,10,2,1,359,43200,2200,73,13,13,3100,1769,10700,80,6,7,19200,6866,16,27,0
2467173,0.01,0.86,7500,0.29,1,0.5,20,12,12,3,0,28460,0,34,20150504,364140,304,0.35,48310,6,7340,0.05,1510,0.45,1,8,10,8,10,2,1,3,3,164903,1770,5,0,790,28610,0,1113,83,654,75,12,7,4,17,43212,3,9,13,630,78,46,42,0,17,4,13,0,2,18,45,8,2,0,358,43161,2200,77,13,14,3500,1946,8400,84,4,4,14400,8550,15,66,0
510153,0,0.69,700,0.03,0.64,0.088,8,34,38,3,1,3220,0,32,20140107,86500,84,0.65,2610,9,270,1,2330,0.35,1,0,34,0,34,0,0,1,1,0,870,1,0,0,0,0,1595,83,518,74,14,9,3,22,43204,3,16,21,513,72,10,5,5,6,4,2,3,6,8,9,21,2,15,339,43222,2200,72,2,2,2700,1900,6100,76,4,4,13200,6525,20,2,1
63272,0.02,0.81,1000,1.49,0.73,0.555,23,15,8,4,1,4320,0,40,20130817,373700,356,0.3,61940,8,26200,0.1,1390,0.45,3,15,15,15,15,1,8,8,8,42936,3090,7,0,3140,67720,0,1738,82,491,74,11,6,4,12,43207,1,4,7,448,78,40,22,7,17,11,6,0,3,18,40,78,0,10,356,43176,2600,76,6,7,4500,2500,6600,78,11,12,17400,6418,20,51,1
1403033,0.01,0.78,10100,2.04,0.9,0.577,35,21,10,2,1,24110,0,19,20160628,392880,262,0.1,126250,7,13220,0.05,1460,0.45,1,9,9,9,9,1,2,7,7,150468,12500,8,0,10500,63850,1,692,84,544,70,9,5,3,9,43175,0,6,7,511,73,35,33,1,10,2,8,0,1,8,39,9,0,0,359,43178,2800,74,8,8,4600,2300,3300,66,2,2,4800,3900,49,46,1
